alpha,xi,sigma,beta,primal_lr,dual_lr,lambda_max,dual_momentum,reset_lambda_per_outer,num_seeds,final_total_mean,final_total_std,final_upper_mean,final_upper_std,final_lower_mean,final_lower_std,final_max_constraint_mean,final_max_constraint_std,final_score_mean,final_score_std,tail_mean_total_mean,tail_mean_total_std,tail_mean_upper_mean,tail_mean_upper_std,tail_mean_lower_mean,tail_mean_lower_std,tail_mean_max_constraint_mean,tail_mean_max_constraint_std,tail_score_mean,tail_score_std,best_total_mean,best_total_std,best_upper_mean,best_upper_std,best_lower_mean,best_lower_std,best_max_constraint_mean,best_max_constraint_std,time_mean,time_std,lower_scale,method,status,error
0.001,0.0001,0.001,0.0001,0.001,0.001,100.0,0.0,False,1,0.5070167183876038,0.0,0.006287789903581142,0.0,0.5007289052009583,0.0,1.6224335432052612,0.0,2.129450261592865,0.0,0.5070167183876038,0.0,0.006287789903581142,0.0,0.5007289052009583,0.0,1.6224335432052612,0.0,2.129450261592865,0.0,0.5070167183876038,0.0,0.006287789903581142,0.0,0.3714917302131653,0.0,1.6224335432052612,0.0,381.3447193913162,0.0,1.0,PD,ok,
0.001,0.001,0.001,0.0001,0.001,0.001,100.0,0.0,False,1,0.5070188045501709,0.0,0.0062875463627278805,0.0,0.5007312297821045,0.0,1.6224217414855957,0.0,2.1294405460357666,0.0,0.5070188045501709,0.0,0.0062875463627278805,0.0,0.5007312297821045,0.0,1.6224217414855957,0.0,2.1294405460357666,0.0,0.5070188045501709,0.0,0.0062875463627278805,0.0,0.3714917302131653,0.0,1.6224217414855957,0.0,324.11460166517645,0.0,1.0,PD,ok,
0.001,0.0001,0.01,0.01,0.001,0.003,100.0,0.0,False,1,0.5265629291534424,0.0,0.004750071559101343,0.0,0.5218128561973572,0.0,1.6680452823638916,0.0,2.194608211517334,0.0,0.5265629291534424,0.0,0.004750071559101343,0.0,0.5218128561973572,0.0,1.6680452823638916,0.0,2.194608211517334,0.0,0.5265629291534424,0.0,0.004750071559101343,0.0,0.3714917302131653,0.0,1.6680452823638916,0.0,326.37964578159153,0.0,1.0,PD,ok,
0.001,0.001,0.01,0.01,0.001,0.003,100.0,0.0,False,1,0.526565432548523,0.0,0.0047497255727648735,0.0,0.5218157172203064,0.0,1.6680281162261963,0.0,2.1945935487747192,0.0,0.526565432548523,0.0,0.0047497255727648735,0.0,0.5218157172203064,0.0,1.6680281162261963,0.0,2.1945935487747192,0.0,0.526565432548523,0.0,0.0047497255727648735,0.0,0.3714917302131653,0.0,1.6680281162261963,0.0,176.10303037799895,0.0,1.0,PD,ok,
0.001,0.0001,0.01,0.001,0.001,0.003,100.0,0.0,False,1,0.527116060256958,0.0,0.004734205547720194,0.0,0.5223818421363831,0.0,1.6680433750152588,0.0,2.195159435272217,0.0,0.527116060256958,0.0,0.004734205547720194,0.0,0.5223818421363831,0.0,1.6680433750152588,0.0,2.195159435272217,0.0,0.527116060256958,0.0,0.004734205547720194,0.0,0.3714917302131653,0.0,1.6680433750152588,0.0,325.826665638946,0.0,1.0,PD,ok,
0.001,0.001,0.01,0.001,0.001,0.003,100.0,0.0,False,1,0.527118444442749,0.0,0.0047338600270450115,0.0,0.5223845839500427,0.0,1.6680262088775635,0.0,2.1951446533203125,0.0,0.527118444442749,0.0,0.0047338600270450115,0.0,0.5223845839500427,0.0,1.6680262088775635,0.0,2.1951446533203125,0.0,0.527118444442749,0.0,0.0047338600270450115,0.0,0.3714917302131653,0.0,1.6680262088775635,0.0,327.32255620183423,0.0,1.0,PD,ok,
0.001,0.0001,0.01,0.0001,0.001,0.003,100.0,0.0,False,1,0.5271711349487305,0.0,0.004732629284262657,0.0,0.5224385261535645,0.0,1.6680433750152588,0.0,2.1952145099639893,0.0,0.5271711349487305,0.0,0.004732629284262657,0.0,0.5224385261535645,0.0,1.6680433750152588,0.0,2.1952145099639893,0.0,0.5271711349487305,0.0,0.004732629284262657,0.0,0.3714917302131653,0.0,1.6680433750152588,0.0,333.05108281131834,0.0,1.0,PD,ok,
0.001,0.001,0.01,0.0001,0.001,0.003,100.0,0.0,False,1,0.5271736979484558,0.0,0.0047322846949100494,0.0,0.5224413871765137,0.0,1.6680262088775635,0.0,2.1951999068260193,0.0,0.5271736979484558,0.0,0.0047322846949100494,0.0,0.5224413871765137,0.0,1.6680262088775635,0.0,2.1951999068260193,0.0,0.5271736979484558,0.0,0.0047322846949100494,0.0,0.3714917302131653,0.0,1.6680262088775635,0.0,323.7881373814307,0.0,1.0,PD,ok,
0.001,0.0001,0.001,0.01,0.001,0.003,100.0,0.0,False,1,0.5315453410148621,0.0,0.004297361243516207,0.0,0.527247965335846,0.0,1.6676135063171387,0.0,2.1991588473320007,0.0,0.5315453410148621,0.0,0.004297361243516207,0.0,0.527247965335846,0.0,1.6676135063171387,0.0,2.1991588473320007,0.0,0.5315453410148621,0.0,0.004297361243516207,0.0,0.3714917302131653,0.0,1.6676135063171387,0.0,385.01347446767613,0.0,1.0,PD,ok,
0.001,0.001,0.001,0.01,0.001,0.003,100.0,0.0,False,1,0.5315481424331665,0.0,0.004297031555324793,0.0,0.527251124382019,0.0,1.6675961017608643,0.0,2.1991442441940308,0.0,0.5315481424331665,0.0,0.004297031555324793,0.0,0.527251124382019,0.0,1.6675961017608643,0.0,2.1991442441940308,0.0,0.5315481424331665,0.0,0.004297031555324793,0.0,0.3714917302131653,0.0,1.6675961017608643,0.0,322.82225441141054,0.0,1.0,PD,ok,
