alpha,xi,sigma,beta,gamma0,threshold_scale,constraint_step_interval,num_seeds,final_total_mean,final_total_std,final_upper_mean,final_upper_std,final_lower_mean,final_lower_std,final_max_constraint_mean,final_max_constraint_std,final_score_mean,final_score_std,tail_mean_total_mean,tail_mean_total_std,tail_mean_upper_mean,tail_mean_upper_std,tail_mean_lower_mean,tail_mean_lower_std,tail_mean_max_constraint_mean,tail_mean_max_constraint_std,tail_score_mean,tail_score_std,best_total_mean,best_total_std,best_upper_mean,best_upper_std,best_lower_mean,best_lower_std,best_max_constraint_mean,best_max_constraint_std,time_mean,time_std,lower_scale,lower_divide_by_n,method,status,error
0.001,0.001,0.1,0.1,1000.0,1.0,0,1,0.5853021144866943,0.0,0.35478106141090393,0.0,0.23052102327346802,0.0,1.6235175132751465,0.0,2.208819627761841,0.0,0.5853021144866943,0.0,0.35478106141090393,0.0,0.23052102327346802,0.0,1.6235175132751465,0.0,2.208819627761841,0.0,0.5853021144866943,0.0,0.35478106141090393,0.0,0.23052102327346802,0.0,1.6235175132751465,0.0,38.40536737581715,0.0,1.0,False,SG,ok,
0.001,0.01,0.1,0.001,1000.0,1.0,0,1,0.5853021144866943,0.0,0.35478106141090393,0.0,0.23052102327346802,0.0,1.6235175132751465,0.0,2.208819627761841,0.0,0.5853021144866943,0.0,0.35478106141090393,0.0,0.23052102327346802,0.0,1.6235175132751465,0.0,2.208819627761841,0.0,0.5853021144866943,0.0,0.35478106141090393,0.0,0.23052102327346802,0.0,1.6235175132751465,0.0,37.91557358810678,0.0,1.0,False,SG,ok,
0.001,0.01,0.1,0.01,1000.0,1.0,0,1,0.5853021144866943,0.0,0.35478106141090393,0.0,0.23052102327346802,0.0,1.6235175132751465,0.0,2.208819627761841,0.0,0.5853021144866943,0.0,0.35478106141090393,0.0,0.23052102327346802,0.0,1.6235175132751465,0.0,2.208819627761841,0.0,0.5853021144866943,0.0,0.35478106141090393,0.0,0.23052102327346802,0.0,1.6235175132751465,0.0,38.016596825793386,0.0,1.0,False,SG,ok,
0.001,0.01,0.1,0.1,1000.0,1.0,0,1,0.5853021144866943,0.0,0.35478106141090393,0.0,0.23052102327346802,0.0,1.6235175132751465,0.0,2.208819627761841,0.0,0.5853021144866943,0.0,0.35478106141090393,0.0,0.23052102327346802,0.0,1.6235175132751465,0.0,2.208819627761841,0.0,0.5853021144866943,0.0,0.35478106141090393,0.0,0.23052102327346802,0.0,1.6235175132751465,0.0,37.94517801841721,0.0,1.0,False,SG,ok,
0.001,0.1,0.1,0.001,1000.0,1.0,0,1,0.5853021144866943,0.0,0.35478106141090393,0.0,0.23052102327346802,0.0,1.6235175132751465,0.0,2.208819627761841,0.0,0.5853021144866943,0.0,0.35478106141090393,0.0,0.23052102327346802,0.0,1.6235175132751465,0.0,2.208819627761841,0.0,0.5853021144866943,0.0,0.35478106141090393,0.0,0.23052102327346802,0.0,1.6235175132751465,0.0,38.028576421085745,0.0,1.0,False,SG,ok,
0.001,0.1,0.1,0.01,1000.0,1.0,0,1,0.5853021144866943,0.0,0.35478106141090393,0.0,0.23052102327346802,0.0,1.6235175132751465,0.0,2.208819627761841,0.0,0.5853021144866943,0.0,0.35478106141090393,0.0,0.23052102327346802,0.0,1.6235175132751465,0.0,2.208819627761841,0.0,0.5853021144866943,0.0,0.35478106141090393,0.0,0.23052102327346802,0.0,1.6235175132751465,0.0,37.80334275122732,0.0,1.0,False,SG,ok,
0.001,0.1,0.1,0.1,1000.0,1.0,0,1,0.5853021144866943,0.0,0.35478106141090393,0.0,0.23052102327346802,0.0,1.6235175132751465,0.0,2.208819627761841,0.0,0.5853021144866943,0.0,0.35478106141090393,0.0,0.23052102327346802,0.0,1.6235175132751465,0.0,2.208819627761841,0.0,0.5853021144866943,0.0,0.35478106141090393,0.0,0.23052102327346802,0.0,1.6235175132751465,0.0,37.76327283633873,0.0,1.0,False,SG,ok,
0.001,0.1,0.1,0.001,10.0,1.0,0,1,0.3643626570701599,0.0,0.36358287930488586,0.0,0.0007797739817760885,0.0,1.0224215984344482,0.0,1.3867842555046082,0.0,0.3643626570701599,0.0,0.36358287930488586,0.0,0.0007797739817760885,0.0,1.0224215984344482,0.0,1.3867842555046082,0.0,0.3643626570701599,0.0,0.36358287930488586,0.0,0.0007797739817760885,0.0,1.0224215984344482,0.0,38.015840058680624,0.0,1.0,False,SG,ok,
0.001,0.1,0.1,0.01,10.0,1.0,0,1,0.3643626570701599,0.0,0.36358287930488586,0.0,0.0007797739817760885,0.0,1.0224215984344482,0.0,1.3867842555046082,0.0,0.3643626570701599,0.0,0.36358287930488586,0.0,0.0007797739817760885,0.0,1.0224215984344482,0.0,1.3867842555046082,0.0,0.3643626570701599,0.0,0.36358287930488586,0.0,0.0007797739817760885,0.0,1.0224215984344482,0.0,37.85556344781071,0.0,1.0,False,SG,ok,
0.001,0.1,0.1,0.1,10.0,1.0,0,1,0.3643626570701599,0.0,0.36358287930488586,0.0,0.0007797739817760885,0.0,1.0224215984344482,0.0,1.3867842555046082,0.0,0.3643626570701599,0.0,0.36358287930488586,0.0,0.0007797739817760885,0.0,1.0224215984344482,0.0,1.3867842555046082,0.0,0.3643626570701599,0.0,0.36358287930488586,0.0,0.0007797739817760885,0.0,1.0224215984344482,0.0,37.84342019446194,0.0,1.0,False,SG,ok,
0.001,0.001,0.1,0.001,10.0,1.0,0,1,0.3696357309818268,0.0,0.3695797026157379,0.0,5.603391764452681e-05,0.0,0.5444924235343933,0.0,0.9141281545162201,0.0,0.3696357309818268,0.0,0.3695797026157379,0.0,5.603391764452681e-05,0.0,0.5444924235343933,0.0,0.9141281545162201,0.0,0.3696357309818268,0.0,0.3695797026157379,0.0,5.603391764452681e-05,0.0,0.5444924235343933,0.0,38.29716599872336,0.0,1.0,False,SG,ok,
0.001,0.001,0.1,0.1,10.0,1.0,0,1,0.3696357309818268,0.0,0.3695797026157379,0.0,5.603391764452681e-05,0.0,0.5444924235343933,0.0,0.9141281545162201,0.0,0.3696357309818268,0.0,0.3695797026157379,0.0,5.603391764452681e-05,0.0,0.5444924235343933,0.0,0.9141281545162201,0.0,0.3696357309818268,0.0,0.3695797026157379,0.0,5.603391764452681e-05,0.0,0.5444924235343933,0.0,38.20245709223673,0.0,1.0,False,SG,ok,
0.001,0.001,0.1,0.01,10.0,1.0,0,1,0.3696357309818268,0.0,0.3695797026157379,0.0,5.603391764452681e-05,0.0,0.5444924235343933,0.0,0.9141281545162201,0.0,0.3696357309818268,0.0,0.3695797026157379,0.0,5.603391764452681e-05,0.0,0.5444924235343933,0.0,0.9141281545162201,0.0,0.3696357309818268,0.0,0.3695797026157379,0.0,5.603391764452681e-05,0.0,0.5444924235343933,0.0,38.35222458420321,0.0,1.0,False,SG,ok,
0.001,0.01,0.1,0.001,10.0,1.0,0,1,0.3879058361053467,0.0,0.38731011748313904,0.0,0.0005957221146672964,0.0,1.0157090425491333,0.0,1.40361487865448,0.0,0.3879058361053467,0.0,0.38731011748313904,0.0,0.0005957221146672964,0.0,1.0157090425491333,0.0,1.40361487865448,0.0,0.3879058361053467,0.0,0.38731011748313904,0.0,0.0005957221146672964,0.0,1.0157090425491333,0.0,38.023665620945394,0.0,1.0,False,SG,ok,
0.001,0.01,0.1,0.1,10.0,1.0,0,1,0.3879058361053467,0.0,0.38731011748313904,0.0,0.0005957221146672964,0.0,1.0157090425491333,0.0,1.40361487865448,0.0,0.3879058361053467,0.0,0.38731011748313904,0.0,0.0005957221146672964,0.0,1.0157090425491333,0.0,1.40361487865448,0.0,0.3879058361053467,0.0,0.38731011748313904,0.0,0.0005957221146672964,0.0,1.0157090425491333,0.0,37.96659794030711,0.0,1.0,False,SG,ok,
0.001,0.01,0.1,0.01,10.0,1.0,0,1,0.3879058361053467,0.0,0.38731011748313904,0.0,0.0005957221146672964,0.0,1.0157090425491333,0.0,1.40361487865448,0.0,0.3879058361053467,0.0,0.38731011748313904,0.0,0.0005957221146672964,0.0,1.0157090425491333,0.0,1.40361487865448,0.0,0.3879058361053467,0.0,0.38731011748313904,0.0,0.0005957221146672964,0.0,1.0157090425491333,0.0,38.110422887373716,0.0,1.0,False,SG,ok,
0.001,0.1,0.1,0.001,100.0,1.0,0,1,0.5189470648765564,0.0,0.3929230868816376,0.0,0.12602399289608002,0.0,0.5619803667068481,0.0,1.0809274315834045,0.0,0.5189470648765564,0.0,0.3929230868816376,0.0,0.12602399289608002,0.0,0.5619803667068481,0.0,1.0809274315834045,0.0,0.5189470648765564,0.0,0.3929230868816376,0.0,0.12602399289608002,0.0,0.5619803667068481,0.0,38.03309993958101,0.0,1.0,False,SG,ok,
0.001,0.1,0.1,0.1,100.0,1.0,0,1,0.5189470648765564,0.0,0.3929230868816376,0.0,0.12602399289608002,0.0,0.5619803667068481,0.0,1.0809274315834045,0.0,0.5189470648765564,0.0,0.3929230868816376,0.0,0.12602399289608002,0.0,0.5619803667068481,0.0,1.0809274315834045,0.0,0.5189470648765564,0.0,0.3929230868816376,0.0,0.12602399289608002,0.0,0.5619803667068481,0.0,37.80922003975138,0.0,1.0,False,SG,ok,
0.001,0.1,0.1,0.01,100.0,1.0,0,1,0.5189470648765564,0.0,0.3929230868816376,0.0,0.12602399289608002,0.0,0.5619803667068481,0.0,1.0809274315834045,0.0,0.5189470648765564,0.0,0.3929230868816376,0.0,0.12602399289608002,0.0,0.5619803667068481,0.0,1.0809274315834045,0.0,0.5189470648765564,0.0,0.3929230868816376,0.0,0.12602399289608002,0.0,0.5619803667068481,0.0,37.95191637426615,0.0,1.0,False,SG,ok,
0.001,0.01,0.1,0.001,100.0,1.0,0,1,0.5193463563919067,0.0,0.39308393001556396,0.0,0.12626244127750397,0.0,0.6679285764694214,0.0,1.1872749328613281,0.0,0.5193463563919067,0.0,0.39308393001556396,0.0,0.12626244127750397,0.0,0.6679285764694214,0.0,1.1872749328613281,0.0,0.5193463563919067,0.0,0.39308393001556396,0.0,0.12626244127750397,0.0,0.6679285764694214,0.0,37.91690974822268,0.0,1.0,False,SG,ok,
0.001,0.01,0.1,0.01,100.0,1.0,0,1,0.5193463563919067,0.0,0.39308393001556396,0.0,0.12626244127750397,0.0,0.6679285764694214,0.0,1.1872749328613281,0.0,0.5193463563919067,0.0,0.39308393001556396,0.0,0.12626244127750397,0.0,0.6679285764694214,0.0,1.1872749328613281,0.0,0.5193463563919067,0.0,0.39308393001556396,0.0,0.12626244127750397,0.0,0.6679285764694214,0.0,37.85339137725532,0.0,1.0,False,SG,ok,
0.001,0.01,0.1,0.1,100.0,1.0,0,1,0.5193463563919067,0.0,0.39308393001556396,0.0,0.12626244127750397,0.0,0.6679285764694214,0.0,1.1872749328613281,0.0,0.5193463563919067,0.0,0.39308393001556396,0.0,0.12626244127750397,0.0,0.6679285764694214,0.0,1.1872749328613281,0.0,0.5193463563919067,0.0,0.39308393001556396,0.0,0.12626244127750397,0.0,0.6679285764694214,0.0,38.02348945662379,0.0,1.0,False,SG,ok,
0.001,0.0001,0.1,0.1,100.0,1.0,0,1,0.5193566083908081,0.0,0.3930937945842743,0.0,0.126262828707695,0.0,0.6754969954490662,0.0,1.1948536038398743,0.0,0.5193566083908081,0.0,0.3930937945842743,0.0,0.126262828707695,0.0,0.6754969954490662,0.0,1.1948536038398743,0.0,0.5193566083908081,0.0,0.3930937945842743,0.0,0.126262828707695,0.0,0.6754969954490662,0.0,38.099499703384936,0.0,1.0,False,SG,ok,
0.001,0.0001,0.1,0.01,100.0,1.0,0,1,0.5193566083908081,0.0,0.3930937945842743,0.0,0.126262828707695,0.0,0.6754969954490662,0.0,1.1948536038398743,0.0,0.5193566083908081,0.0,0.3930937945842743,0.0,0.126262828707695,0.0,0.6754969954490662,0.0,1.1948536038398743,0.0,0.5193566083908081,0.0,0.3930937945842743,0.0,0.126262828707695,0.0,0.6754969954490662,0.0,38.172464271076024,0.0,1.0,False,SG,ok,
0.001,0.0001,0.1,0.001,100.0,1.0,0,1,0.5193566083908081,0.0,0.3930937945842743,0.0,0.126262828707695,0.0,0.6754969954490662,0.0,1.1948536038398743,0.0,0.5193566083908081,0.0,0.3930937945842743,0.0,0.126262828707695,0.0,0.6754969954490662,0.0,1.1948536038398743,0.0,0.5193566083908081,0.0,0.3930937945842743,0.0,0.126262828707695,0.0,0.6754969954490662,0.0,38.327278236392885,0.0,1.0,False,SG,ok,
0.001,0.001,0.1,0.01,100.0,1.0,0,1,0.5193566083908081,0.0,0.3930937945842743,0.0,0.126262828707695,0.0,0.6745970249176025,0.0,1.1939536333084106,0.0,0.5193566083908081,0.0,0.3930937945842743,0.0,0.126262828707695,0.0,0.6745970249176025,0.0,1.1939536333084106,0.0,0.5193566083908081,0.0,0.3930937945842743,0.0,0.126262828707695,0.0,0.6745970249176025,0.0,38.16363177355379,0.0,1.0,False,SG,ok,
0.001,0.001,0.1,0.001,100.0,1.0,0,1,0.5193566083908081,0.0,0.3930937945842743,0.0,0.126262828707695,0.0,0.6745970249176025,0.0,1.1939536333084106,0.0,0.5193566083908081,0.0,0.3930937945842743,0.0,0.126262828707695,0.0,0.6745970249176025,0.0,1.1939536333084106,0.0,0.5193566083908081,0.0,0.3930937945842743,0.0,0.126262828707695,0.0,0.6745970249176025,0.0,38.30122572463006,0.0,1.0,False,SG,ok,
0.001,0.001,0.1,0.1,100.0,1.0,0,1,0.5193566083908081,0.0,0.3930937945842743,0.0,0.126262828707695,0.0,0.6745970249176025,0.0,1.1939536333084106,0.0,0.5193566083908081,0.0,0.3930937945842743,0.0,0.126262828707695,0.0,0.6745970249176025,0.0,1.1939536333084106,0.0,0.5193566083908081,0.0,0.3930937945842743,0.0,0.126262828707695,0.0,0.6745970249176025,0.0,38.385306417010725,0.0,1.0,False,SG,ok,
0.001,0.001,0.01,0.01,100.0,1.0,0,1,0.5203301906585693,0.0,0.39425796270370483,0.0,0.1260722428560257,0.0,0.6419339776039124,0.0,1.1622641682624817,0.0,0.5203301906585693,0.0,0.39425796270370483,0.0,0.1260722428560257,0.0,0.6419339776039124,0.0,1.1622641682624817,0.0,0.5203301906585693,0.0,0.39425796270370483,0.0,0.1260722428560257,0.0,0.6419339776039124,0.0,38.17924210336059,0.0,1.0,False,SG,ok,
0.001,0.001,0.01,0.1,100.0,1.0,0,1,0.5203301906585693,0.0,0.39425796270370483,0.0,0.1260722428560257,0.0,0.6419339776039124,0.0,1.1622641682624817,0.0,0.5203301906585693,0.0,0.39425796270370483,0.0,0.1260722428560257,0.0,0.6419339776039124,0.0,1.1622641682624817,0.0,0.5203301906585693,0.0,0.39425796270370483,0.0,0.1260722428560257,0.0,0.6419339776039124,0.0,38.23610020522028,0.0,1.0,False,SG,ok,
0.001,0.001,0.01,0.001,100.0,1.0,0,1,0.5203301906585693,0.0,0.39425796270370483,0.0,0.1260722428560257,0.0,0.6419339776039124,0.0,1.1622641682624817,0.0,0.5203301906585693,0.0,0.39425796270370483,0.0,0.1260722428560257,0.0,0.6419339776039124,0.0,1.1622641682624817,0.0,0.5203301906585693,0.0,0.39425796270370483,0.0,0.1260722428560257,0.0,0.6419339776039124,0.0,38.4433254674077,0.0,1.0,False,SG,ok,
0.001,0.0001,0.01,0.001,100.0,1.0,0,1,0.5203304290771484,0.0,0.39425820112228394,0.0,0.1260722428560257,0.0,0.6421278119087219,0.0,1.1624582409858704,0.0,0.5203304290771484,0.0,0.39425820112228394,0.0,0.1260722428560257,0.0,0.6421278119087219,0.0,1.1624582409858704,0.0,0.5203304290771484,0.0,0.39425820112228394,0.0,0.1260722428560257,0.0,0.6421278119087219,0.0,38.15420978097245,0.0,1.0,False,SG,ok,
0.001,0.0001,0.01,0.1,100.0,1.0,0,1,0.5203304290771484,0.0,0.39425820112228394,0.0,0.1260722428560257,0.0,0.6421278119087219,0.0,1.1624582409858704,0.0,0.5203304290771484,0.0,0.39425820112228394,0.0,0.1260722428560257,0.0,0.6421278119087219,0.0,1.1624582409858704,0.0,0.5203304290771484,0.0,0.39425820112228394,0.0,0.1260722428560257,0.0,0.6421278119087219,0.0,38.09831015160307,0.0,1.0,False,SG,ok,
0.001,0.0001,0.01,0.01,100.0,1.0,0,1,0.5203304290771484,0.0,0.39425820112228394,0.0,0.1260722428560257,0.0,0.6421278119087219,0.0,1.1624582409858704,0.0,0.5203304290771484,0.0,0.39425820112228394,0.0,0.1260722428560257,0.0,0.6421278119087219,0.0,1.1624582409858704,0.0,0.5203304290771484,0.0,0.39425820112228394,0.0,0.1260722428560257,0.0,0.6421278119087219,0.0,38.193491018377244,0.0,1.0,False,SG,ok,
0.001,0.01,0.01,0.001,100.0,1.0,0,1,0.520747721195221,0.0,0.39468449354171753,0.0,0.1260632425546646,0.0,0.7164833545684814,0.0,1.2372310757637024,0.0,0.520747721195221,0.0,0.39468449354171753,0.0,0.1260632425546646,0.0,0.7164833545684814,0.0,1.2372310757637024,0.0,0.520747721195221,0.0,0.39468449354171753,0.0,0.1260632425546646,0.0,0.7164833545684814,0.0,37.99716931954026,0.0,1.0,False,SG,ok,
0.001,0.01,0.01,0.01,100.0,1.0,0,1,0.520747721195221,0.0,0.39468449354171753,0.0,0.1260632425546646,0.0,0.7164833545684814,0.0,1.2372310757637024,0.0,0.520747721195221,0.0,0.39468449354171753,0.0,0.1260632425546646,0.0,0.7164833545684814,0.0,1.2372310757637024,0.0,0.520747721195221,0.0,0.39468449354171753,0.0,0.1260632425546646,0.0,0.7164833545684814,0.0,38.1075481409207,0.0,1.0,False,SG,ok,
0.001,0.01,0.01,0.1,100.0,1.0,0,1,0.520747721195221,0.0,0.39468449354171753,0.0,0.1260632425546646,0.0,0.7164833545684814,0.0,1.2372310757637024,0.0,0.520747721195221,0.0,0.39468449354171753,0.0,0.1260632425546646,0.0,0.7164833545684814,0.0,1.2372310757637024,0.0,0.520747721195221,0.0,0.39468449354171753,0.0,0.1260632425546646,0.0,0.7164833545684814,0.0,37.99275109311566,0.0,1.0,False,SG,ok,
0.001,0.1,0.01,0.001,100.0,1.0,0,1,0.520473062992096,0.0,0.3947722613811493,0.0,0.12570078670978546,0.0,0.6070928573608398,0.0,1.1275659203529358,0.0,0.520473062992096,0.0,0.3947722613811493,0.0,0.12570078670978546,0.0,0.6070928573608398,0.0,1.1275659203529358,0.0,0.520473062992096,0.0,0.3947722613811493,0.0,0.12570078670978546,0.0,0.6070928573608398,0.0,38.16370560368523,0.0,1.0,False,SG,ok,
0.001,0.1,0.01,0.1,100.0,1.0,0,1,0.520473062992096,0.0,0.3947722613811493,0.0,0.12570078670978546,0.0,0.6070928573608398,0.0,1.1275659203529358,0.0,0.520473062992096,0.0,0.3947722613811493,0.0,0.12570078670978546,0.0,0.6070928573608398,0.0,1.1275659203529358,0.0,0.520473062992096,0.0,0.3947722613811493,0.0,0.12570078670978546,0.0,0.6070928573608398,0.0,37.95834251539782,0.0,1.0,False,SG,ok,
0.001,0.1,0.01,0.01,100.0,1.0,0,1,0.520473062992096,0.0,0.3947722613811493,0.0,0.12570078670978546,0.0,0.6070928573608398,0.0,1.1275659203529358,0.0,0.520473062992096,0.0,0.3947722613811493,0.0,0.12570078670978546,0.0,0.6070928573608398,0.0,1.1275659203529358,0.0,0.520473062992096,0.0,0.3947722613811493,0.0,0.12570078670978546,0.0,0.6070928573608398,0.0,38.138433038722724,0.0,1.0,False,SG,ok,
0.001,0.001,0.001,0.001,100.0,1.0,0,1,0.5210267901420593,0.0,0.3950245678424835,0.0,0.1260022222995758,0.0,0.6743303537368774,0.0,1.1953571438789368,0.0,0.5210267901420593,0.0,0.3950245678424835,0.0,0.1260022222995758,0.0,0.6743303537368774,0.0,1.1953571438789368,0.0,0.5210267901420593,0.0,0.3950245678424835,0.0,0.1260022222995758,0.0,0.6743303537368774,0.0,37.96290809195489,0.0,1.0,False,SG,ok,
0.001,0.001,0.001,0.1,100.0,1.0,0,1,0.5210267901420593,0.0,0.3950245678424835,0.0,0.1260022222995758,0.0,0.6743303537368774,0.0,1.1953571438789368,0.0,0.5210267901420593,0.0,0.3950245678424835,0.0,0.1260022222995758,0.0,0.6743303537368774,0.0,1.1953571438789368,0.0,0.5210267901420593,0.0,0.3950245678424835,0.0,0.1260022222995758,0.0,0.6743303537368774,0.0,37.897749045398086,0.0,1.0,False,SG,ok,
0.001,0.001,0.001,0.01,100.0,1.0,0,1,0.5210267901420593,0.0,0.3950245678424835,0.0,0.1260022222995758,0.0,0.6743303537368774,0.0,1.1953571438789368,0.0,0.5210267901420593,0.0,0.3950245678424835,0.0,0.1260022222995758,0.0,0.6743303537368774,0.0,1.1953571438789368,0.0,0.5210267901420593,0.0,0.3950245678424835,0.0,0.1260022222995758,0.0,0.6743303537368774,0.0,38.13331607170403,0.0,1.0,False,SG,ok,
0.001,0.0001,0.001,0.1,100.0,1.0,0,1,0.5210274457931519,0.0,0.3950251638889313,0.0,0.1260022521018982,0.0,0.674487292766571,0.0,1.195514738559723,0.0,0.5210274457931519,0.0,0.3950251638889313,0.0,0.1260022521018982,0.0,0.674487292766571,0.0,1.195514738559723,0.0,0.5210274457931519,0.0,0.3950251638889313,0.0,0.1260022521018982,0.0,0.674487292766571,0.0,38.161955821793526,0.0,1.0,False,SG,ok,
0.001,0.0001,0.001,0.01,100.0,1.0,0,1,0.5210274457931519,0.0,0.3950251638889313,0.0,0.1260022521018982,0.0,0.674487292766571,0.0,1.195514738559723,0.0,0.5210274457931519,0.0,0.3950251638889313,0.0,0.1260022521018982,0.0,0.674487292766571,0.0,1.195514738559723,0.0,0.5210274457931519,0.0,0.3950251638889313,0.0,0.1260022521018982,0.0,0.674487292766571,0.0,38.27117986837402,0.0,1.0,False,SG,ok,
0.001,0.0001,0.001,0.001,100.0,1.0,0,1,0.5210274457931519,0.0,0.3950251638889313,0.0,0.1260022521018982,0.0,0.674487292766571,0.0,1.195514738559723,0.0,0.5210274457931519,0.0,0.3950251638889313,0.0,0.1260022521018982,0.0,0.674487292766571,0.0,1.195514738559723,0.0,0.5210274457931519,0.0,0.3950251638889313,0.0,0.1260022521018982,0.0,0.674487292766571,0.0,38.40798151958734,0.0,1.0,False,SG,ok,
0.001,0.01,0.001,0.1,100.0,1.0,0,1,0.5209256410598755,0.0,0.395033061504364,0.0,0.12589260935783386,0.0,0.666388213634491,0.0,1.1873138546943665,0.0,0.5209256410598755,0.0,0.395033061504364,0.0,0.12589260935783386,0.0,0.666388213634491,0.0,1.1873138546943665,0.0,0.5209256410598755,0.0,0.395033061504364,0.0,0.12589260935783386,0.0,0.666388213634491,0.0,37.788638844620436,0.0,1.0,False,SG,ok,
0.001,0.01,0.001,0.001,100.0,1.0,0,1,0.5209256410598755,0.0,0.395033061504364,0.0,0.12589260935783386,0.0,0.666388213634491,0.0,1.1873138546943665,0.0,0.5209256410598755,0.0,0.395033061504364,0.0,0.12589260935783386,0.0,0.666388213634491,0.0,1.1873138546943665,0.0,0.5209256410598755,0.0,0.395033061504364,0.0,0.12589260935783386,0.0,0.666388213634491,0.0,38.13015557359904,0.0,1.0,False,SG,ok,
0.001,0.01,0.001,0.01,100.0,1.0,0,1,0.5209256410598755,0.0,0.395033061504364,0.0,0.12589260935783386,0.0,0.666388213634491,0.0,1.1873138546943665,0.0,0.5209256410598755,0.0,0.395033061504364,0.0,0.12589260935783386,0.0,0.666388213634491,0.0,1.1873138546943665,0.0,0.5209256410598755,0.0,0.395033061504364,0.0,0.12589260935783386,0.0,0.666388213634491,0.0,38.15587591053918,0.0,1.0,False,SG,ok,
0.001,0.1,0.001,0.001,100.0,1.0,0,1,0.5206875205039978,0.0,0.3951263427734375,0.0,0.1255611628293991,0.0,0.6173208951950073,0.0,1.1380084156990051,0.0,0.5206875205039978,0.0,0.3951263427734375,0.0,0.1255611628293991,0.0,0.6173208951950073,0.0,1.1380084156990051,0.0,0.5206875205039978,0.0,0.3951263427734375,0.0,0.1255611628293991,0.0,0.6173208951950073,0.0,37.9222648893483,0.0,1.0,False,SG,ok,
0.001,0.1,0.001,0.01,100.0,1.0,0,1,0.5206875205039978,0.0,0.3951263427734375,0.0,0.1255611628293991,0.0,0.6173208951950073,0.0,1.1380084156990051,0.0,0.5206875205039978,0.0,0.3951263427734375,0.0,0.1255611628293991,0.0,0.6173208951950073,0.0,1.1380084156990051,0.0,0.5206875205039978,0.0,0.3951263427734375,0.0,0.1255611628293991,0.0,0.6173208951950073,0.0,38.06839982420206,0.0,1.0,False,SG,ok,
0.001,0.1,0.001,0.1,100.0,1.0,0,1,0.5206875205039978,0.0,0.3951263427734375,0.0,0.1255611628293991,0.0,0.6173208951950073,0.0,1.1380084156990051,0.0,0.5206875205039978,0.0,0.3951263427734375,0.0,0.1255611628293991,0.0,0.6173208951950073,0.0,1.1380084156990051,0.0,0.5206875205039978,0.0,0.3951263427734375,0.0,0.1255611628293991,0.0,0.6173208951950073,0.0,38.004270451143384,0.0,1.0,False,SG,ok,
0.001,0.0001,0.01,0.001,1.0,1.0,0,1,1.0789389610290527,0.0,1.00600004196167,0.0,0.07293891161680222,0.0,729.3560791015625,0.0,730.4350180625916,0.0,1.0789389610290527,0.0,1.00600004196167,0.0,0.07293891161680222,0.0,729.3560791015625,0.0,730.4350180625916,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07293891161680222,0.0,729.3560791015625,0.0,38.141229012049735,0.0,1.0,False,SG,ok,
0.001,0.0001,0.001,0.001,1.0,1.0,0,1,1.0789039134979248,0.0,1.00600004196167,0.0,0.07290389388799667,0.0,729.005859375,0.0,730.0847632884979,0.0,1.0789039134979248,0.0,1.00600004196167,0.0,0.07290389388799667,0.0,729.005859375,0.0,730.0847632884979,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07290389388799667,0.0,729.005859375,0.0,38.20638688560575,0.0,1.0,False,SG,ok,
0.001,0.0001,0.001,0.1,1.0,1.0,0,1,1.0789039134979248,0.0,1.00600004196167,0.0,0.07290389388799667,0.0,729.005859375,0.0,730.0847632884979,0.0,1.0789039134979248,0.0,1.00600004196167,0.0,0.07290389388799667,0.0,729.005859375,0.0,730.0847632884979,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07290389388799667,0.0,729.005859375,0.0,38.23413029499352,0.0,1.0,False,SG,ok,
0.001,0.0001,0.001,0.01,1.0,1.0,0,1,1.0789039134979248,0.0,1.00600004196167,0.0,0.07290389388799667,0.0,729.005859375,0.0,730.0847632884979,0.0,1.0789039134979248,0.0,1.00600004196167,0.0,0.07290389388799667,0.0,729.005859375,0.0,730.0847632884979,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07290389388799667,0.0,729.005859375,0.0,38.31038293428719,0.0,1.0,False,SG,ok,
0.001,0.0001,0.01,0.01,1.0,1.0,0,1,1.0789389610290527,0.0,1.00600004196167,0.0,0.07293891161680222,0.0,729.3560791015625,0.0,730.4350180625916,0.0,1.0789389610290527,0.0,1.00600004196167,0.0,0.07293891161680222,0.0,729.3560791015625,0.0,730.4350180625916,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07293891161680222,0.0,729.3560791015625,0.0,38.412085205782205,0.0,1.0,False,SG,ok,
0.001,0.0001,0.01,0.1,1.0,1.0,0,1,1.0789389610290527,0.0,1.00600004196167,0.0,0.07293891161680222,0.0,729.3560791015625,0.0,730.4350180625916,0.0,1.0789389610290527,0.0,1.00600004196167,0.0,0.07293891161680222,0.0,729.3560791015625,0.0,730.4350180625916,0.0,0.8721052408218384,0.0,0.5006135106086731,0.0,0.07293891161680222,0.0,729.3560791015625,0.0,38.307867616880685,0.0,1.0,False,SG,ok,
